('2025-05-23','02:59:00',921.68,923.687,923.233,0.0,20.23,20.43,20.34,97.6,97.8,-2.606,-0.669,-1.607,0.0,0.0,0.0,305.3,301.3,0.0,0.0,0.0,-0.029,0.0),
('2025-05-23','03:59:00',921.562,923.311,923.072,0.0,20.22,20.53,20.34,97.5,98.0,-2.728,-0.676,-1.683,0.35,0.0,0.002,95.6,222.3,0.002,84.388,0.786,-0.029,0.0),
('2025-05-23','04:59:00',921.266,923.488,923.223,0.0,20.04,20.32,20.15,97.3,97.9,-3.504,-0.686,-2.0,0.0,0.0,0.0,96.7,96.0,0.0,0.0,0.0,-0.03,0.0),
('2025-05-23','05:59:00',921.71,923.92,923.477,0.0,19.99,20.4,20.11,97.7,98.1,-4.382,-0.665,-2.471,0.0,0.0,0.0,308.2,131.6,0.0,0.0,0.0,-0.03,0.0),
('2025-05-23','06:59:00',922.101,924.362,923.728,0.0,20.16,20.43,20.27,97.7,98.2,-2.334,23.695,6.395,0.0,0.0,0.0,270.5,273.1,0.0,0.0,0.0,-0.026,0.0),
('2025-05-23','07:59:00',922.892,925.397,924.54,0.0,20.34,20.84,20.58,96.8,98.0,14.286,54.212,34.194,0.0,0.0,0.0,270.5,270.5,0.0,0.0,0.0,-0.014,0.0),
('2025-05-23','08:59:00',923.773,925.977,925.294,0.0,20.76,21.56,21.18,93.1,97.1,34.39,119.564,74.714,0.0,0.0,0.0,55.02,189.7,0.0,0.0,0.0,0.003,0.0),
('2025-05-23','09:59:00',924.135,926.057,925.588,0.0,21.56,22.29,21.88,90.4,93.8,52.519,162.283,104.055,1.55,0.0,0.128,62.7,98.3,0.128,77.78,19.905,0.016,0.0),
('2025-05-23','10:59:00',924.224,925.995,925.577,0.0,22.19,23.22,22.61,84.6,92.5,115.784,360.886,211.539,2.075,0.0,0.464,120.9,101.2,0.464,100.466,20.534,0.059,0.0),
('2025-05-23','11:59:00',923.426,925.539,924.938,0.5,22.81,23.67,23.36,79.97,89.3,141.967,396.576,197.741,2.3,0.0,0.669,333.4,119.6,0.669,71.057,35.977,0.056,0.0),
('2025-05-23','12:59:00',922.664,924.949,924.228,1.6,22.27,22.85,22.59,86.4,94.2,161.778,196.903,178.85,1.1,0.0,0.068,108.3,137.5,0.068,341.473,12.109,0.047,0.0),
('2025-05-23','13:59:00',921.922,924.017,923.394,3.3,21.1,22.34,21.72,87.2,95.5,120.445,206.668,147.564,1.775,0.0,0.118,335.9,143.9,0.118,53.68,8.761,0.033,0.0),
('2025-05-23','14:59:00',921.372,923.27,922.611,0.8,21.29,21.85,21.61,94.1,96.6,74.399,221.504,170.571,0.0,0.0,0.0,266.1,297.3,0.0,0.0,0.0,0.044,0.0),
('2025-05-23','15:59:00',920.543,922.796,922.161,1.4,20.73,21.88,21.5,86.9,96.4,32.742,87.668,56.596,1.775,0.0,0.165,236.8,228.5,0.165,30.454,25.731,-0.004,0.0),
('2025-05-23','16:59:00',920.689,922.395,922.006,0.2,20.42,20.84,20.66,90.9,96.5,50.164,110.684,77.403,1.85,0.0,0.115,239.4,185.3,0.115,130.226,10.172,0.004,0.0),
('2025-05-23','17:59:00',920.887,922.786,922.176,0.0,20.4,20.73,20.57,93.2,96.9,2.648,70.954,31.779,0.575,0.0,0.004,279.3,277.6,0.004,319.758,1.161,-0.016,0.0),
('2025-05-23','18:59:00',921.364,923.547,922.769,0.0,19.95,20.46,20.21,96.8,97.6,-2.909,3.734,-1.249,0.0,0.0,0.0,279.3,279.3,0.0,0.0,0.0,-0.029,0.0),
('2025-05-23','19:59:00',921.708,924.658,923.895,0.0,19.69,20.0,19.81,97.5,98.0,-2.843,-0.93,-1.916,0.0,0.0,0.0,279.3,279.3,0.0,0.0,0.0,-0.03,0.0),
('2025-05-23','20:59:00',923.098,925.633,925.106,0.0,19.69,19.83,19.76,97.9,98.2,-3.236,-0.874,-1.992,1.025,0.0,0.008,103.3,222.9,0.008,48.832,0.907,-0.03,0.0),
('2025-05-23','21:59:00',924.119,926.138,925.749,0.0,19.57,19.77,19.66,97.9,98.2,-2.857,-0.801,-1.786,0.0,0.0,0.0,257.1,202.7,0.0,0.0,0.0,-0.03,0.0),
('2025-05-23','22:59:00',924.522,926.16,925.913,0.0,19.56,19.67,19.6,98.2,98.4,-3.654,-0.784,-2.045,0.0,0.0,0.0,132.9,149.5,0.0,0.0,0.0,-0.03,0.0),
('2025-05-23','23:59:00',924.209,925.937,925.636,0.1,19.44,19.61,19.53,98.3,98.5,-3.616,-0.819,-2.299,0.0,0.0,0.0,217.6,205.1,0.0,0.0,0.0,-0.03,0.0),
('2025-05-24','00:59:00',923.786,925.554,925.121,0.0,19.3,19.5,19.4,98.4,98.6,-2.783,-0.895,-1.858,0.0,0.0,0.0,218.4,217.8,0.0,0.0,0.0,-0.03,0.0),
('2025-05-24','01:59:00',923.11,925.028,924.553,0.0,19.05,19.31,19.16,98.4,98.7,-3.187,-0.829,-1.937,0.0,0.0,0.0,218.4,218.3,0.0,0.0,0.0,-0.03,0.0),
('2025-05-24','02:59:00',922.133,924.431,924.033,0.0,19.1,19.26,19.16,98.6,98.7,-2.623,-0.739,-1.621,0.0,0.0,0.0,266.5,243.6,0.0,0.0,0.0,-0.03,0.0),
('2025-05-24','03:59:00',922.222,924.058,923.797,0.0,19.0,19.26,19.12,98.5,98.8,-2.574,-0.637,-1.628,0.0,0.0,0.0,266.4,266.4,0.0,0.0,0.0,-0.03,0.0),
('2025-05-24','04:59:00',922.333,924.403,923.995,0.0,18.87,19.13,19.01,98.5,98.7,-2.742,-0.906,-1.754,0.0,0.0,0.0,266.9,266.7,0.0,0.0,0.0,-0.03,0.0),
('2025-05-24','05:59:00',922.548,924.743,924.359,0.0,18.82,19.06,18.94,98.6,98.8,-2.79,-0.864,-1.847,0.0,0.0,0.0,262.1,266.7,0.0,0.0,0.0,-0.03,0.0),
('2025-05-24','06:59:00',923.151,925.233,924.611,0.0,18.8,19.1,18.92,98.7,98.9,-2.184,45.095,10.189,0.0,0.0,0.0,262.4,262.3,0.0,0.0,0.0,-0.025,0.0),
('2025-05-24','07:59:00',923.765,926.286,925.331,0.0,19.05,19.68,19.42,98.7,99.0,29.579,78.228,57.156,0.0,0.0,0.0,262.4,262.3,0.0,0.0,0.0,-0.006,0.0),
('2025-05-24','08:59:00',924.503,926.533,925.995,0.0,19.61,20.13,19.86,97.9,98.8,58.274,121.922,82.415,0.0,0.0,0.0,322.0,317.0,0.0,0.0,0.0,0.005,0.0),
('2025-05-24','09:59:00',924.799,926.509,926.13,0.0,20.02,21.08,20.43,94.1,98.0,88.01,177.743,141.279,0.0,0.0,0.0,65.93,217.2,0.0,0.0,0.0,0.03,0.0),
('2025-05-24','10:59:00',924.499,926.482,925.952,0.0,21.02,23.16,22.06,80.6,95.4,178.339,463.273,262.368,1.325,0.0,0.06,0.0,166.2,0.06,72.456,9.224,0.081,0.0),
('2025-05-24','11:59:00',923.949,925.888,925.37,0.0,22.99,24.22,23.44,77.34,85.7,217.589,878.266,368.979,2.075,0.0,0.422,51.66,94.7,0.422,95.028,22.323,0.123,0.0),
('2025-05-24','12:59:00',922.92,925.279,924.43,0.0,23.77,24.82,24.38,74.1,81.1,185.62,1224.64,418.487,2.45,0.0,0.76,118.9,97.6,0.76,82.552,30.298,0.143,0.0),
('2025-05-24','13:59:00',922.026,924.341,923.543,0.2,23.54,24.25,23.9,78.59,84.6,129.429,289.72,194.221,1.475,0.0,0.359,79.52,99.4,0.359,96.168,21.8,0.055,0.0),
('2025-05-24','14:59:00',920.924,923.429,922.564,1.2,22.25,23.84,22.83,79.21,93.4,131.938,294.479,220.08,0.725,0.0,0.012,231.6,193.0,0.012,56.11,3.296,0.065,0.0),
('2025-05-24','15:59:00',920.453,922.38,921.788,0.0,23.18,23.79,23.44,80.8,91.7,110.991,254.118,142.554,0.0,0.0,0.0,259.5,239.7,0.0,0.0,0.0,0.032,0.0),
('2025-05-24','16:59:00',920.123,921.925,921.485,0.0,22.94,23.64,23.44,84.9,91.6,44.614,170.128,85.968,0.0,0.0,0.0,237.9,250.0,0.0,0.0,0.0,0.009,0.0),
('2025-05-24','17:59:00',920.365,922.468,921.784,0.0,22.04,22.97,22.48,87.2,92.8,6.351,60.158,41.662,0.725,0.0,0.005,250.1,253.4,0.005,246.918,0.048,-0.011,0.0),
('2025-05-24','18:59:00',920.949,923.181,922.359,0.0,20.62,22.06,21.26,92.4,95.3,-3.139,6.413,-1.124,0.0,0.0,0.0,250.1,250.0,0.0,0.0,0.0,-0.029,0.0),
('2025-05-24','19:59:00',921.671,923.951,923.432,0.0,19.81,20.64,20.17,95.3,96.9,-3.358,-1.505,-2.338,0.0,0.0,0.0,250.1,250.1,0.0,0.0,0.0,-0.03,0.0),
('2025-05-24','20:59:00',922.33,924.354,923.915,0.0,19.41,19.82,19.56,96.8,97.4,-3.316,-1.571,-2.423,0.425,0.0,0.002,246.9,253.1,0.002,258.767,1.198,-0.03,0.0),
('2025-05-24','21:59:00',922.712,924.771,924.418,0.0,18.8,19.44,19.09,96.9,97.8,-3.32,-1.24,-2.247,0.0,0.0,0.0,247.3,247.1,0.0,0.0,0.0,-0.03,0.0);
